packet_id,coder_id,qtype,HL1,HL2,HL3,EQ1,notes
52BD5308,CoderB,MCQ,,,,,
A06F24B5,CoderA,MCQ,,,,,
A06F24B5,CoderB,MCQ,,,,,
4690CF08,CoderA,MCQ,,,,,
4690CF08,CoderB,MCQ,,,,,
D9959D71,CoderA,MCQ,,,,,
D9959D71,CoderB,MCQ,,,,,
B432740E,CoderA,MCQ,,,,,
B432740E,CoderB,MCQ,,,,,
6DB1E76B,CoderA,MCQ,,,,,
6DB1E76B,CoderB,MCQ,,,,,
6D321482,CoderA,MCQ,,,,,
6D321482,CoderB,MCQ,,,,,
C1E66ABF,CoderA,MCQ,,,,,
C1E66ABF,CoderB,MCQ,,,,,
CAB876D4,CoderA,MCQ,,,,,
CAB876D4,CoderB,MCQ,,,,,
B3E23AA0,CoderA,MCQ,,,,,
B3E23AA0,CoderB,MCQ,,,,,
D3A04E22,CoderA,MCQ,,,,,
D3A04E22,CoderB,MCQ,,,,,
FDB6E8AA,CoderA,MCQ,,,,,
FDB6E8AA,CoderB,MCQ,,,,,
A67F4891,CoderA,MCQ,,,,,
A67F4891,CoderB,MCQ,,,,,
608B23E6,CoderA,MCQ,,,,,
608B23E6,CoderB,MCQ,,,,,
2500697A,CoderA,MCQ,,,,,
2500697A,CoderB,MCQ,,,,,
1C34497F,CoderA,MCQ,,,,,
1C34497F,CoderB,MCQ,,,,,
F5DA3D8B,CoderA,MCQ,,,,,
F5DA3D8B,CoderB,MCQ,,,,,
FBFDB4F7,CoderA,MCQ,,,,,
FBFDB4F7,CoderB,MCQ,,,,,
765264B0,CoderA,MCQ,,,,,
765264B0,CoderB,MCQ,,,,,
0A93F70E,CoderA,MCQ,,,,,
0A93F70E,CoderB,MCQ,,,,,
074E520B,CoderA,SA,,,,,
074E520B,CoderB,SA,,,,,
52B4DDF6,CoderA,SA,,,,,
52B4DDF6,CoderB,SA,,,,,
68EB9CD4,CoderA,SA,,,,,
68EB9CD4,CoderB,SA,,,,,
F9B24B9D,CoderA,SA,,,,,
F9B24B9D,CoderB,SA,,,,,
28B3A468,CoderA,SA,,,,,
28B3A468,CoderB,SA,,,,,
B0246D2D,CoderA,SA,,,,,
B0246D2D,CoderB,SA,,,,,
38A85A7F,CoderA,SA,,,,,
38A85A7F,CoderB,SA,,,,,
68CC3296,CoderA,SA,,,,,
68CC3296,CoderB,SA,,,,,
36349B5E,CoderA,SA,,,,,
36349B5E,CoderB,SA,,,,,
438B6B2F,CoderA,SA,,,,,
438B6B2F,CoderB,SA,,,,,
251B18FA,CoderA,SA,,,,,
251B18FA,CoderB,SA,,,,,
8B73B282,CoderA,SA,,,,,
8B73B282,CoderB,SA,,,,,
F7979DC2,CoderA,SA,,,,,
F7979DC2,CoderB,SA,,,,,
8C7CD85B,CoderA,SA,,,,,
8C7CD85B,CoderB,SA,,,,,
ABEF6B1B,CoderA,SA,,,,,
ABEF6B1B,CoderB,SA,,,,,
1D95DCE9,CoderA,SA,,,,,
1D95DCE9,CoderB,SA,,,,,
C6F83491,CoderA,SA,,,,,
C6F83491,CoderB,SA,,,,,
516BC99F,CoderA,SA,,,,,
516BC99F,CoderB,SA,,,,,
8342CF06,CoderA,SA,,,,,
8342CF06,CoderB,SA,,,,,
B95AB628,CoderA,SA,,,,,
B95AB628,CoderB,SA,,,,,
849C70BE,CoderA,TF,,,,,
849C70BE,CoderB,TF,,,,,
B41D46B0,CoderA,TF,,,,,
B41D46B0,CoderB,TF,,,,,
1B852A02,CoderA,TF,,,,,
1B852A02,CoderB,TF,,,,,
0749E6B7,CoderA,TF,,,,,
0749E6B7,CoderB,TF,,,,,
5B298269,CoderA,TF,,,,,
5B298269,CoderB,TF,,,,,
8109554F,CoderA,TF,,,,,
8109554F,CoderB,TF,,,,,
4CF5F548,CoderA,TF,,,,,
4CF5F548,CoderB,TF,,,,,
C0E98B3B,CoderA,TF,,,,,
C0E98B3B,CoderB,TF,,,,,
EACB4042,CoderA,TF,,,,,
EACB4042,CoderB,TF,,,,,
6BDFDF77,CoderA,TF,,,,,
6BDFDF77,CoderB,TF,,,,,
DAA37412,CoderA,TF,,,,,
DAA37412,CoderB,TF,,,,,
63DBB385,CoderA,TF,,,,,
63DBB385,CoderB,TF,,,,,
88E0BE52,CoderA,TF,,,,,
88E0BE52,CoderB,TF,,,,,
883B6186,CoderA,TF,,,,,
883B6186,CoderB,TF,,,,,
FBCBECBA,CoderA,TF,,,,,
FBCBECBA,CoderB,TF,,,,,
1AC88D8A,CoderA,TF,,,,,
1AC88D8A,CoderB,TF,,,,,
440265C4,CoderA,TF,,,,,
440265C4,CoderB,TF,,,,,
7A02EBD0,CoderA,TF,,,,,
7A02EBD0,CoderB,TF,,,,,
BBDE76CF,CoderA,TF,,,,,
BBDE76CF,CoderB,TF,,,,,
AC6FC326,CoderA,TF,,,,,
AC6FC326,CoderB,TF,,,,,
FEC70477,CoderA,Fill,,,,,
FEC70477,CoderB,Fill,,,,,
F9C0BD4C,CoderA,Fill,,,,,
F9C0BD4C,CoderB,Fill,,,,,
468DB0CF,CoderA,Fill,,,,,
468DB0CF,CoderB,Fill,,,,,
90035EFF,CoderA,Fill,,,,,
90035EFF,CoderB,Fill,,,,,
E7F192C4,CoderA,Fill,,,,,
E7F192C4,CoderB,Fill,,,,,
C23E5C94,CoderA,Fill,,,,,
C23E5C94,CoderB,Fill,,,,,
D6B94C7B,CoderA,Fill,,,,,
D6B94C7B,CoderB,Fill,,,,,
849352F4,CoderA,Fill,,,,,
849352F4,CoderB,Fill,,,,,
57B45918,CoderA,Fill,,,,,
57B45918,CoderB,Fill,,,,,
8E51FE8D,CoderA,Fill,,,,,
8E51FE8D,CoderB,Fill,,,,,
896E1C24,CoderA,Fill,,,,,
896E1C24,CoderB,Fill,,,,,
983F1C42,CoderA,Fill,,,,,
983F1C42,CoderB,Fill,,,,,
696FD742,CoderA,Fill,,,,,
696FD742,CoderB,Fill,,,,,
69AD47C5,CoderA,Fill,,,,,
69AD47C5,CoderB,Fill,,,,,
B719D755,CoderA,Fill,,,,,
B719D755,CoderB,Fill,,,,,
1DB44C7F,CoderA,Fill,,,,,
1DB44C7F,CoderB,Fill,,,,,
4766B99E,CoderA,Fill,,,,,
4766B99E,CoderB,Fill,,,,,
566F7A8D,CoderA,Fill,,,,,
566F7A8D,CoderB,Fill,,,,,
B8D2CAA5,CoderA,Fill,,,,,
B8D2CAA5,CoderB,Fill,,,,,
76823012,CoderA,Fill,,,,,
76823012,CoderB,Fill,,,,,
7E0FA5F3,CoderA,MCQ,,,,,
7E0FA5F3,CoderB,MCQ,,,,,
823FABDE,CoderA,MCQ,,,,,
823FABDE,CoderB,MCQ,,,,,
959654A0,CoderA,MCQ,,,,,
959654A0,CoderB,MCQ,,,,,
C0007577,CoderA,MCQ,,,,,
C0007577,CoderB,MCQ,,,,,
D76BD3B7,CoderA,MCQ,,,,,
D76BD3B7,CoderB,MCQ,,,,,
6C81E468,CoderA,MCQ,,,,,
6C81E468,CoderB,MCQ,,,,,
F66CC094,CoderA,MCQ,,,,,
F66CC094,CoderB,MCQ,,,,,
4D0C1A71,CoderA,MCQ,,,,,
4D0C1A71,CoderB,MCQ,,,,,
BFDFD023,CoderA,MCQ,,,,,
BFDFD023,CoderB,MCQ,,,,,
040A45CF,CoderA,MCQ,,,,,
040A45CF,CoderB,MCQ,,,,,
1B9B4258,CoderA,MCQ,,,,,
1B9B4258,CoderB,MCQ,,,,,
2A219131,CoderA,MCQ,,,,,
2A219131,CoderB,MCQ,,,,,
24B9B856,CoderA,MCQ,,,,,
24B9B856,CoderB,MCQ,,,,,
3AE7868E,CoderA,MCQ,,,,,
3AE7868E,CoderB,MCQ,,,,,
C2DB02D1,CoderA,MCQ,,,,,
C2DB02D1,CoderB,MCQ,,,,,
4539D52D,CoderA,MCQ,,,,,
4539D52D,CoderB,MCQ,,,,,
59456491,CoderA,MCQ,,,,,
59456491,CoderB,MCQ,,,,,
B3DB516C,CoderA,MCQ,,,,,
B3DB516C,CoderB,MCQ,,,,,
27E77249,CoderA,MCQ,,,,,
27E77249,CoderB,MCQ,,,,,
4B06E939,CoderA,MCQ,,,,,
4B06E939,CoderB,MCQ,,,,,
2677DF9E,CoderA,SA,,,,,
2677DF9E,CoderB,SA,,,,,
3ECB736D,CoderA,SA,,,,,
3ECB736D,CoderB,SA,,,,,
A4ED93F0,CoderA,SA,,,,,
A4ED93F0,CoderB,SA,,,,,
AF006461,CoderA,SA,,,,,
AF006461,CoderB,SA,,,,,
FF13CEC9,CoderA,SA,,,,,
FF13CEC9,CoderB,SA,,,,,
494B63BD,CoderA,SA,,,,,
494B63BD,CoderB,SA,,,,,
B4895D95,CoderA,SA,,,,,
B4895D95,CoderB,SA,,,,,
DD81697E,CoderA,SA,,,,,
DD81697E,CoderB,SA,,,,,
36CDC511,CoderA,SA,,,,,
36CDC511,CoderB,SA,,,,,
03180F9D,CoderA,SA,,,,,
03180F9D,CoderB,SA,,,,,
00CD5A32,CoderA,SA,,,,,
00CD5A32,CoderB,SA,,,,,
8507808A,CoderA,SA,,,,,
8507808A,CoderB,SA,,,,,
626A4F89,CoderA,SA,,,,,
626A4F89,CoderB,SA,,,,,
1AC20D0E,CoderA,SA,,,,,
1AC20D0E,CoderB,SA,,,,,
866697D7,CoderA,SA,,,,,
866697D7,CoderB,SA,,,,,
B8DEED5B,CoderA,SA,,,,,
B8DEED5B,CoderB,SA,,,,,
A063E7D6,CoderA,SA,,,,,
A063E7D6,CoderB,SA,,,,,
E17C4377,CoderA,SA,,,,,
E17C4377,CoderB,SA,,,,,
7A7CCEBD,CoderA,SA,,,,,
7A7CCEBD,CoderB,SA,,,,,
9B2DA4D5,CoderA,SA,,,,,
9B2DA4D5,CoderB,SA,,,,,
09D00798,CoderA,TF,,,,,
09D00798,CoderB,TF,,,,,
76BAF7DE,CoderA,TF,,,,,
76BAF7DE,CoderB,TF,,,,,
728597DC,CoderA,TF,,,,,
728597DC,CoderB,TF,,,,,
47EEA300,CoderA,TF,,,,,
47EEA300,CoderB,TF,,,,,
544DF8C3,CoderA,TF,,,,,
544DF8C3,CoderB,TF,,,,,
DF81DB33,CoderA,TF,,,,,
DF81DB33,CoderB,TF,,,,,
CB02B47E,CoderA,TF,,,,,
CB02B47E,CoderB,TF,,,,,
CD54D31B,CoderA,TF,,,,,
CD54D31B,CoderB,TF,,,,,
6B719534,CoderA,TF,,,,,
6B719534,CoderB,TF,,,,,
DA35DEF9,CoderA,TF,,,,,
DA35DEF9,CoderB,TF,,,,,
E04F4DD2,CoderA,TF,,,,,
E04F4DD2,CoderB,TF,,,,,
357173A2,CoderA,TF,,,,,
357173A2,CoderB,TF,,,,,
CA1CF47A,CoderA,TF,,,,,
CA1CF47A,CoderB,TF,,,,,
2D8E404E,CoderA,TF,,,,,
2D8E404E,CoderB,TF,,,,,
E4A64028,CoderA,TF,,,,,
E4A64028,CoderB,TF,,,,,
C1D2D3F1,CoderA,TF,,,,,
C1D2D3F1,CoderB,TF,,,,,
CF934B65,CoderA,TF,,,,,
CF934B65,CoderB,TF,,,,,
B933C871,CoderA,TF,,,,,
B933C871,CoderB,TF,,,,,
CCC8DE73,CoderA,TF,,,,,
CCC8DE73,CoderB,TF,,,,,
B361F7A4,CoderA,TF,,,,,
B361F7A4,CoderB,TF,,,,,
B7939388,CoderA,Fill,,,,,
B7939388,CoderB,Fill,,,,,
7F32D018,CoderA,Fill,,,,,
7F32D018,CoderB,Fill,,,,,
134D8204,CoderA,Fill,,,,,
134D8204,CoderB,Fill,,,,,
0CCCC593,CoderA,Fill,,,,,
0CCCC593,CoderB,Fill,,,,,
75F4E0F6,CoderA,Fill,,,,,
75F4E0F6,CoderB,Fill,,,,,
CF0259A0,CoderA,Fill,,,,,
CF0259A0,CoderB,Fill,,,,,
530BA02C,CoderA,Fill,,,,,
530BA02C,CoderB,Fill,,,,,
3E5F74D5,CoderA,Fill,,,,,
3E5F74D5,CoderB,Fill,,,,,
AF9A57CE,CoderA,Fill,,,,,
AF9A57CE,CoderB,Fill,,,,,
89F9E701,CoderA,Fill,,,,,
89F9E701,CoderB,Fill,,,,,
1412CE53,CoderA,Fill,,,,,
1412CE53,CoderB,Fill,,,,,
8603DBE6,CoderA,Fill,,,,,
8603DBE6,CoderB,Fill,,,,,
A923DC32,CoderA,Fill,,,,,
A923DC32,CoderB,Fill,,,,,
0276D44D,CoderA,Fill,,,,,
0276D44D,CoderB,Fill,,,,,
FA1C33C1,CoderA,Fill,,,,,
FA1C33C1,CoderB,Fill,,,,,
6D688972,CoderA,Fill,,,,,
6D688972,CoderB,Fill,,,,,
936F1910,CoderA,Fill,,,,,
936F1910,CoderB,Fill,,,,,
ADE60BBB,CoderA,Fill,,,,,
ADE60BBB,CoderB,Fill,,,,,
EC553B66,CoderA,Fill,,,,,
EC553B66,CoderB,Fill,,,,,
2742EBCB,CoderA,Fill,,,,,
2742EBCB,CoderB,Fill,,,,,
297E6B16,CoderA,MCQ,,,,,
297E6B16,CoderB,MCQ,,,,,
896181DA,CoderA,MCQ,,,,,
896181DA,CoderB,MCQ,,,,,
