scenario_id,condition,seed,model_id,rule_question_asking_rate,rule_reasoning_trace_rate,rule_target_error_preservation,rule_feedback_uptake_rate,rule_near_transfer_attempt,rule_premature_correctness,rule_role_drift_rate,rule_any_role_drift,rule_over_technical_rate,rule_any_over_technical,rule_bare_answer_rate,rule_contradiction_rate,rule_any_unsupported,rule_correction_timing_index,rule_correction_turn_idx,rule_misconception_persists_to_end,n_learner_turns,n_tutor_turns
SC_1260,C1,42,claude-sonnet-4-5-20250929,0.1,0.9,False,,True,False,0.0,False,0.0,False,0.0,0.4444444444444444,True,0.0,0,False,10,10
SC_1260,C1,91,claude-sonnet-4-5-20250929,0.1,0.9,False,,True,True,0.0,False,0.0,False,0.1,0.3333333333333333,True,0.0,0,False,10,10
SC_1278,C1,17,claude-sonnet-4-5-20250929,0.2857142857142857,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,7,7
SC_1278,C1,42,claude-sonnet-4-5-20250929,0.14285714285714285,0.8571428571428571,False,1.0,True,False,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,7,7
SC_1278,C1,91,claude-sonnet-4-5-20250929,0.2857142857142857,1.0,False,1.0,True,True,0.14285714285714285,True,0.14285714285714285,True,0.0,0.6666666666666666,True,0.0,0,False,7,7
SC_1281,C1,17,claude-sonnet-4-5-20250929,0.0,0.4444444444444444,False,1.0,True,True,0.0,False,0.0,False,0.2222222222222222,0.875,True,0.0,0,False,9,9
SC_1281,C1,42,claude-sonnet-4-5-20250929,0.0,0.6666666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.75,True,0.0,0,False,9,9
SC_1281,C1,91,claude-sonnet-4-5-20250929,0.1111111111111111,0.4444444444444444,False,1.0,True,True,0.1111111111111111,True,0.0,False,0.0,0.875,True,0.0,0,False,9,9
SC_1293,C1,17,claude-sonnet-4-5-20250929,0.3333333333333333,0.7777777777777778,False,,True,True,0.0,False,0.0,False,0.0,0.625,True,0.0,0,False,9,9
SC_1293,C1,42,claude-sonnet-4-5-20250929,0.2222222222222222,0.8888888888888888,False,,True,False,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,9,9
SC_1293,C1,91,claude-sonnet-4-5-20250929,0.2222222222222222,0.7777777777777778,False,,True,False,0.0,False,0.0,False,0.0,0.75,True,0.0,0,False,9,9
SC_1314,C1,17,claude-sonnet-4-5-20250929,0.125,0.875,False,1.0,True,True,0.0,False,0.0,False,0.0,0.42857142857142855,True,0.0,0,False,8,8
SC_1314,C1,42,claude-sonnet-4-5-20250929,0.125,1.0,False,1.0,True,True,0.0,False,0.0,False,0.0,0.42857142857142855,True,0.0,0,False,8,8
SC_1314,C1,91,claude-sonnet-4-5-20250929,0.125,1.0,False,1.0,True,True,0.0,False,0.0,False,0.0,0.42857142857142855,True,0.0,0,False,8,8
SC_1316,C1,17,claude-sonnet-4-5-20250929,0.16666666666666666,0.9166666666666666,False,1.0,True,False,0.0,False,0.0,False,0.0,0.2727272727272727,True,0.0,0,False,12,12
SC_1316,C1,42,claude-sonnet-4-5-20250929,0.3333333333333333,0.9166666666666666,False,1.0,True,False,0.0,False,0.0,False,0.0,0.2727272727272727,True,0.0,0,False,12,12
SC_1316,C1,91,claude-sonnet-4-5-20250929,0.25,0.75,False,1.0,True,False,0.0,False,0.0,False,0.0,0.36363636363636365,True,0.0,0,False,12,12
SC_1340,C1,17,claude-sonnet-4-5-20250929,0.0,1.0,False,,True,False,0.25,True,0.0,False,0.0,0.0,False,0.0,0,False,4,4
SC_1340,C1,42,claude-sonnet-4-5-20250929,0.0,1.0,False,,True,False,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4
SC_1340,C1,91,claude-sonnet-4-5-20250929,0.0,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.3333333333333333,True,0.0,0,False,4,4
SC_1358,C1,17,claude-sonnet-4-5-20250929,0.25,0.75,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4
SC_1358,C1,42,claude-sonnet-4-5-20250929,0.25,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.0,False,0.0,0,False,4,4
SC_1358,C1,91,claude-sonnet-4-5-20250929,0.5,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.3333333333333333,True,0.0,0,False,4,4
SC_1368,C1,17,claude-sonnet-4-5-20250929,0.6,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,5,5
SC_1368,C1,42,claude-sonnet-4-5-20250929,0.2,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5
SC_1368,C1,91,claude-sonnet-4-5-20250929,0.4,1.0,False,,True,False,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5
SC_1416,C1,17,claude-sonnet-4-5-20250929,0.2,1.0,False,,True,False,0.0,False,0.0,False,0.0,0.0,False,0.0,0,False,5,5
SC_1416,C1,42,claude-sonnet-4-5-20250929,0.2,0.8,False,,True,False,0.0,False,0.0,False,0.0,0.0,False,0.0,0,False,5,5
SC_1416,C1,91,claude-sonnet-4-5-20250929,0.0,0.8,False,,True,False,0.0,False,0.0,False,0.0,0.0,False,0.0,0,False,5,5
SC_1429,C1,17,claude-sonnet-4-5-20250929,0.5,0.75,False,,True,True,0.25,True,0.0,False,0.0,0.0,False,0.0,0,False,4,4
SC_1429,C1,42,claude-sonnet-4-5-20250929,0.5,0.75,False,,True,True,0.25,True,0.0,False,0.0,0.0,False,0.0,0,False,4,4
SC_1429,C1,91,claude-sonnet-4-5-20250929,0.25,0.75,False,,True,True,0.25,True,0.0,False,0.0,0.0,False,0.0,0,False,4,4
SC_1437,C1,17,claude-sonnet-4-5-20250929,0.25,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.7272727272727273,True,0.0,0,False,12,12
SC_1437,C1,42,claude-sonnet-4-5-20250929,0.16666666666666666,1.0,False,1.0,True,True,0.0,False,0.0,False,0.0,0.45454545454545453,True,0.0,0,False,12,12
SC_1437,C1,91,claude-sonnet-4-5-20250929,0.16666666666666666,1.0,False,1.0,True,True,0.0,False,0.0,False,0.0,0.6363636363636364,True,0.0,0,False,12,12
SC_1470,C1,17,claude-sonnet-4-5-20250929,0.8333333333333334,1.0,False,1.0,True,False,0.16666666666666666,True,0.0,False,0.0,0.4,True,0.0,0,False,6,6
SC_1470,C1,42,claude-sonnet-4-5-20250929,0.16666666666666666,1.0,False,1.0,True,True,0.16666666666666666,True,0.0,False,0.0,0.4,True,0.0,0,False,6,6
SC_1470,C1,91,claude-sonnet-4-5-20250929,0.16666666666666666,1.0,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,6,6
SC_1474,C1,42,claude-sonnet-4-5-20250929,0.25,0.875,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2857142857142857,True,0.0,0,False,8,8
SC_1474,C1,91,claude-sonnet-4-5-20250929,0.125,0.75,False,1.0,True,False,0.0,False,0.0,False,0.0,0.2857142857142857,True,0.0,0,False,8,8
SC_1486,C1,17,claude-sonnet-4-5-20250929,0.5,1.0,False,1.0,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4
SC_1486,C1,42,claude-sonnet-4-5-20250929,0.25,0.75,False,1.0,True,True,0.0,False,0.0,False,0.0,0.3333333333333333,True,0.0,0,False,4,4
SC_1486,C1,91,claude-sonnet-4-5-20250929,0.5,1.0,False,1.0,True,True,0.0,False,0.0,False,0.0,0.3333333333333333,True,0.0,0,False,4,4
SC_1515,C1,17,claude-sonnet-4-5-20250929,0.14285714285714285,0.7142857142857143,False,1.0,True,False,0.0,False,0.0,False,0.14285714285714285,0.5384615384615384,True,0.0,0,False,14,14
SC_1515,C1,42,claude-sonnet-4-5-20250929,0.07142857142857142,0.8571428571428571,False,1.0,True,False,0.0,False,0.0,False,0.07142857142857142,0.38461538461538464,True,0.0,0,False,14,14
SC_1515,C1,91,claude-sonnet-4-5-20250929,0.14285714285714285,0.7857142857142857,False,1.0,True,False,0.0,False,0.0,False,0.07142857142857142,0.46153846153846156,True,0.0,0,False,14,14
SC_1523,C1,17,claude-sonnet-4-5-20250929,0.0,1.0,False,1.0,True,False,0.16666666666666666,True,0.0,False,0.0,0.8,True,0.0,0,False,6,6
SC_1523,C1,42,claude-sonnet-4-5-20250929,0.0,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.8,True,0.0,0,False,6,6
SC_1523,C1,91,claude-sonnet-4-5-20250929,0.0,0.8333333333333334,False,1.0,True,True,0.16666666666666666,True,0.0,False,0.0,0.8,True,0.0,0,False,6,6
SC_1527,C1,17,claude-sonnet-4-5-20250929,0.2,1.0,False,,True,True,0.2,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5
SC_1527,C1,42,claude-sonnet-4-5-20250929,0.2,0.8,False,,True,True,0.2,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5
SC_1527,C1,91,claude-sonnet-4-5-20250929,0.2,0.8,False,,True,True,0.4,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5
SC_1532,C1,17,claude-sonnet-4-5-20250929,0.0,0.5,False,1.0,True,True,0.0,False,0.0,False,0.0,0.0,False,0.0,0,False,4,4
SC_1532,C1,42,claude-sonnet-4-5-20250929,0.0,0.75,False,1.0,True,True,0.0,False,0.0,False,0.0,0.0,False,0.0,0,False,4,4
SC_1532,C1,91,claude-sonnet-4-5-20250929,0.0,0.75,False,1.0,True,True,0.0,False,0.0,False,0.0,0.3333333333333333,True,0.0,0,False,4,4
SC_1572,C1,17,claude-sonnet-4-5-20250929,0.5,1.0,False,,True,False,0.25,True,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4
SC_1572,C1,42,claude-sonnet-4-5-20250929,0.25,1.0,False,,True,False,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4
